#ID,P1,P2,Result,Result
2086,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000dYpt00os8j0mhQ9joUcRfj1NrHkF009FuygfujYt00audt00ocjt00audt00audt00audImo5mramK9LA,P2Win,P1Win
2087,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000dYpt00r94t00pNAt00ot7j15lizjoccDxjpDgjFF00su2yd0g92t00dYpt00dYpt00dYpt00dYp,P2Win,P1Win
2088,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000wPpi3otjbinC1Lahol4FNjpDzHij1NHkqt00wxOakA8QqakAaJbakAcBVp00PmQantCMeantFtap00O2sp00Lmba3C3ALa3C6hHNpQCcLSoytbFp0116wr00rdua00sxUp0199lGd0tB3p01tiwp01hdS,P2Win,P1Win
2089,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000ybnimKbaOi3fFm1hoci4Fj00yHmj2aJAqa2aT1ba2aVHap00MGzp00O1SaocESGaocHzCt00zeKp00XpAGd0whYNpV3ibr00xUUa00xUnEphozBp017Nsajv66kajv7Y5ajv9QPp00f6IU01tPj9eOzw9a2TIrcp01AOxr01ARz,P2Win,P1Win
2090,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000hx6imOjNKi2WKnWhnoyLia53Topa5pSqBjmff3cjoppVgGd0duvp00uXbaoUseJp00BETt00f6jaoUuUFp00q9LalEVzyp00t5ValEYguU01tPjp01y8Ba3gNEw9ewWNL9eXpCop00pOT6pyKrPEoPMn2,P1Win,P2Win
2091,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000wiS8nkInsi3k1ByinoJvghpHMTst00wiUj0ICa4joyuwUa1F2ILa1F02Lp004iFp004Anp00uFyajv5iDp00NcEp004mlp00GvtEpuyB9p01A1pr00rcyzcHL0Cajv3pSajv1x8GhkMGJl8rTBRg2Ol4WamXIxCT00I70amXFQF,P2Win,P1Win
2092,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,00144jintGOgi5MlXqhnPMzhr00MDR600MDxt016szp00JYzU00YJfU00HgFLgC7lJa2TfWuj0J9nGa2SUMYp01jTTp01heCanQd5oakAJ7ca0Ji0ga0JkGfjoz1KyakAGqganQaosp01vYs8cQQU8a2SS738cRc4DagChNEr01AOxGdmPsq,P1Win,P2Win
2093,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000WFfin7x60jnPXnqt00W8S6pR2KHP0e0a1t00W8Sajvtwyajvvpjajvxi6a16l8danQ7LDanQaszGhl5sKp00PEzp01h1Gp00YfYa16nO9p01jGxr00JufjlFMukp01889EoUIoBhmKDGY,P1Win,P2Win
2094,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000gYci3flJfin6T5uin6Ua4hn6RJyhn6Shkj0Im2bjoyep3t00gq8t00tS7a0Iu6XGd0dtmakzRIJakzUpFp00FVLanPmeNanPoUJp00wyqa2wouyr00cqBa0IwMUSoyan8r00NYv,P1Win,P2Win
2095,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000vuLi3fCFpimOwqthmFIJLjocsNNj0mAqVt00vdbaljcjbaljf07Gd0s02aoUH0AaoUJGwp00K0qa0mHHva0mKouSoCHc1t00HQOp00MFkr00BXor00LjBNpHL2ma00EDM,P1Win,P2Win
2096,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000iRHimwIazi1W3RPr00sxYigKzUwh00aNph00a0mp00uFNjoUfBdanPlYaanPoFet00iQzajVj98ajVgscGgjVw8a2SK7kj15oiVt00sxCp00vtpNpUUeea2SHqkr00ret84Lfg3,P1Win,P2Win
2097,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000iilin2uzpi2SkfBhnKArnp00hsTajI278ajI3YSajI5RDGgXxv1aotXe3aotYPoaou1Iba0MUaya0MWQvp00unxp00tzUjnTzFej04Hint00f4ut00f4uOpUVgeU01eMm9f2A7Y9eFx3Na3gy4Hp00xk7p0071kp01nUE,P1Win,P2Win
2098,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000iP9imnONcimB8pdi3fnQAhnt0lwhnt0BUj15nIAjoUg6rzd09Yrp00ixBajuN4CajuPKyp00y8XamKjbuamKlRqa3fMBgT00w0zaoUstyt00eN3t00eN3E1itbop00CXn8nPoTFanPoTFanPrABp01AUg,P2Win,P1Win
2099,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000redl9KeowS00kvWylACN5F00kvWin2LjijoljJAp00P7hzd0lBC80vtNBakiwb780vscep00WF8amKy22t00ualakitubamKvl6j00tCXp00IGdr00CtU,P1Win,P2Win
2100,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000e2nim1MzohpuhoCjmOtYMjp44CijnTwtPd53zdfEpM2Hcyd0deuFd05qtakzTShp00lhot00fClp00uWpp00FpKamKiFRakzRclamKlmNp00tlBp00L38p012Hfp00rtsa2aELwa2aC5Ar004ll,P2Win,P2Win
2101,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000i3eiobWTIjnPiKpjmfcC9joGYFNh1A56Rt00cWDSphfb8ykVSp0FnPqMMp00vKUp00HhFp00yHyp00D0aakzXUka0ICGUa0IA0Yp00rcYr00htAakzVek,P2Win,P1Win
2102,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000gXSipUH3St00fnqjkzRdOjmK5MOyl5EtAFmKjcya00tRYa00rc1t00cWbt00cWbt00cWbt00cWbajuThEajuQAJp00qUhp00xCfE00cWlp00ofDp00CrBr0115dr01ATl,P1Win,P2Win
2103,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000wPfF00EBCjnPnRwjkWaldjmokcot00GvDt00wzMNpQBoup00Gv8p00O1ap00EUgp00W47800ovOr00ofXyoyqvLr0199jSoUkaX,P1Win,P2Win
2104,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000g8yjokWTHj0dwjAN1A5B1t00cDct008kTt008kTt008kTt00oIyF2X8rIIotPXhp00sdWE19NgJyotL8cr00qC8,P2Win,P1Win
2105,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000HzaU01tPjU00pNhU008ner00JXta3XK7pa00tP0gmK8qCdjuRTHr00q4ua3YO9Ca3YQPyp01jSKo1OneFonua0Ba00QFrg00Liza1NgIm9eOzw9gnufUg7e6w4IdkzL1Np00Rvqp01AU78cRkuyaj9fneU00NIoT01q5sa7B0dOa7B2TKajvjMnr00BXtr00Rw0808VAb6phLtbp004oc,P1Win,P1Win
2106,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000InO60vCRkaoz1ivo160XHonQ9jhp01gVwU00bRggnt3jxa15iDIa15fWMU00oIBU00NIogntBpqgmKazLa3fCD5a3fFk1T01uUxp00XVqa2aWYOa2aUiSr00ImtU01tPj9fbBfma3gNo8a3gKHc7eaUOagnufUgp00S3Jp00S4ha7B7d3a7B4w78098cEr01AUcajRcoJ,P2Win,P1Win
2107,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000HPPU00pNha00tP0r00mzAzd0jTxa2aBulU004iCa2afYRa2aiFNo16kicgmK8qCr00q4uT01g8Wa4lDg6p01lv9onQgivU01tPja3gNo8a3gKHcgnh2FVa6vNAMa6vLI2a6vJPhajvgzTajvjgSp00RvJp00Rwi8004iCU00EDAaoUERe8jVFJ5aoUCbignsW6pp00NrIr01bmAg00B8Gdjv8hcp01fS9r00Frwr00Nwd8096KX7oCQk2,P2Win,P2Win
2108,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000K0vp01p16U01suloo08yer01hymo1f7IeU01b1Lg01cmJgmKY2aU00TTag00Vf8g01osra3YhTpa5qm7ka5qEURa5qCeVa3gM3aa3gJme60ErlKr00QWBO00iTA9f2C0JamKDXnamKBhrT00SDR7mBUPL9mKJkEajvitbajvfMfp00TW0,P1Win,P2Win
2109,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000MWGU018UCa016uxa019btjntFcTp01tkQT01bjfa6vFxmp01AOVU004kEa2ahmka2aeFop00QqsajvjwwajvrAkGfaEdar00x53U00x7EgkA5ongmKfJEgoUq5Va00t5e808RO0LoUwgXLoliUMr00AkJdjv0dJ809jIfa3fQEVdjvBytajvByta3gsrza3gpKDp01aM3a6vIei809Y1kp01aMAp00SlJr00p4Jr00Yvjaci06Xr00XaXr01AUg9fAJIP7fB5YP,P2Win,P1Win
2110,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000UugLn7E1bUlBROIU00GvTamLmsRgnPQ6HgmooufgocxnHa3gMDqr01AU780aoika54yGnT01coRa54AgUa54yoaa2aScBa2aPvFp018VzjnH9Ahp00Xq0a2bpHwa2bn1Ap01bRFGgtikjp01AknplBshEr00RfrakeAHHU012uTaocS6ja0J5FoL6qVUVg00EmdanPJS9a54wvqLjzLvu8jvBjNp01APvr00PnjL0NiOp4pQWlX8opQwG809yKKr00To6,P1Win,P2Win
2111,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000Xbvo1OrgzT00QdRU015ciM014DXakezn0akeC4Yr0132nLmKyzuM015IxI97270LnPFTfp01AOxoodunOIkSiVSIkSiVS809N3s60vCT8p017QMT018l5a6vBuUa6vEbQa6vBvda6vEc9p0185h809yNB809TKd8keEvi8cRhMx3d16hqp01ARmp01AQK,P1Win,P2Win
2112,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000e22U00vLBr00895608VSbt00calajuNDSp00CYHa0mzTOa0mxdSgnKY85809UgXU0146GU01rJYa1FLkPgngFXFa1SBsEp01vYXon8gRYo33CU1r01yKdp01AyEan40sJT01fFhgp0EDBgpEjlAr00Ccddl1AqCa1FO1La6vKaM8kWIJR8097ERa1SE9Ar00zfJr01ve1ajuKWU,P2Win,P1Win
2113,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000jWd60qyQrt0073mU00xEpa3fKKPa2aHbXa2aJRTp00gHuajuLe6ajuNU2j15o2tU004ktamKje2a2ahm9a2aeFdp00I6vgn7ixogn7GHfp00Kvop00FGzU00Vhta4lksBa4lhLFgn7oYPp00yW2p00iOqU01ehPa3gvpza3gsIDOpUViJ8cRkea8kRLp0,P1Win,P2Win
2114,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000Oj1T00LBajntFdfN0ErnbN0RD09N0imqf4oUL1RajvjNHU00zx7a4GXP6p00NYVp011SEa4GV9ap00W53ajvqMtT01flfa6vLIva6vJ2za3gsYsp01dK0a3gvFop01bl5p01dJtr00ypPGgfLgnU004RRa2agyza2ajfv82x2qC82x0xRr01AUg,P1Win,P2Win
2115,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000jUBU00m60U009roU01bOWa0071ja008T4a00aLOa00jVja00lO4a00nGOa0Jf0Ya0JhGUg005Flgph9M8gpDiM5goUkaJ804OQNj15o0RT01AOxa6w4bra6w6Rn8cRNqkp00lvHakzVtlakzYahN4kDOGp00FWqamKpUnamKsBjr004jpG004iRp00YL3p00FUHp012r08maGp8,P1Win,P2Win
2116,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000e1mo01fWzo004z1U00ABHU00ku6T01A1na6w3U3a6w6AYa00Di6a00ABaN15pEcU01w0Lp004zcT01mjia6vQ1aa6vSqHp01yL7p01liUa00nHhamK78Yg00ktygmK78YP0dv1Wp00hKsp00CIrp00DxG8007Ssa4lQGMa4lTnIamLklqamJQeramL5iVp00remr00A5D,P2Win,P1Win
2117,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000eySU00s0GN6hGzV60uXyXgogGgYgpcXe7g09dgjanPhWsa15xXXT00X7Sa6vwora6vtHvp00lg6ajuNmaajuVpXp00wOuanPsWka6vvAja6vsTnr00WAGp00coQU00QYla3g9Ugjnt8XhU004QyamJRQpa2ajecGjuEunr00cEHdji90er01AUg,P2Win,P2Win
2118,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000NutU00u9Fr00x6MglF7kEgn7eev9gBIbF9ipQNJdke0qNL1rENhLnPq0SL5pYjpa15DBQa15AUUO0mEt8joUM6Jdkep8ar00yGkG00CY5p00Xalq013w4p00XaTU00K1f9i48mBdkeiYhr00yGKp0170tT00UI3a4liOBa4lg8Fp01sgRa15XJLa161qHa15NyYa15QfU8pDMBYU00S2S808RSep00qXk,P1Win,P2Win
2119,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000M9UU00ACzaoUxmlaoUA3h9kEEmy7kn2nMdlFkMK9mKpXoU00Mrga00QJA9kENKHa00MH7anPBQfdlFruX7kiM2u7iDrTj60A2DrjntFdip00Rfcajvklgajvsp4GgfM5qr00zLFT01b3Ja6vF1sa6vCkwa5qDlwa5qAEAp01ag9p01agFp00THs8jzIA4p01AP8p01htNt00PUar00uYO,P2Win,P1Win
2120,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000MX5U00BFwN6v9kbt00QaBjoUM79p012Y3a15JMWa3fRsi60A3bdp01APBU00VPYdlOnMea1nGVRa162har00x5IGgbkUqa6vG6ja5qyeJT01bRca4lA3Va3gscmg00DhlgoQbxBgnChS5p01bBpr00XIqakAwv7amKyMAp00WDb,P1Win,P2Win
2121,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000gtte00M8Cp00xk7t009KWt004ol6pcIKGU01daUp01AOxjnXYdbp00vgra15BLva15z5zp01l2ap00A5ip00QVPp01j7zp00gbCakzUHWGgfsKLakzS21q00E6yO08RMvr008AUr008B4a16kL6afbp9E9fBP5wU008Tza4ksfCa4kuVyU00LBna00NtAp01APhp00tBCv01AOxa00KME,P1Win,P2Win
2122,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,0015EOp01leJU00TmuU01dHIp01iylp012qb9f2wCRgmGwAMamL6hML33k2ca3gxgw9pi5c7ajvsUqa3guzA9f2dhx9oHAt3ajvqeugnPHaxakAB3op016wlp01eznp00LkAr00Tnca9KsQTp015sjr01AQK9oM5Abj0J9DeamL8XI600PkK800Q8Va01hdqakADJkp01gpM401hdq,P1Win,P1Win
2123,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,0012qVj1B1zqT01ewJa3gsaWU010xqa0ruvca0rrOgp01j5H4pvqeF9oUM5J9pvi9VU00t1OgnprYpamL75XamL4p2p018CFO0Ez8Va6vMwma6vKDBa6vIKQa3fMzDa00umMgoCNk9gnthMH9eS1926pMDdUaaPuwyr00I6Hr00I607p4yXm,P1Win,P1Win
2124,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000lfFj15nYYzd09YrT0085had0dsgN004jeamJPXEamJRQpamJTJaamKhiKp00vcj41rBxP8nP2kl8nP4d79o39nC7nOV9i7nOXPe7nP1wa9mX4cY9mXcgN9o3hrr7pD4Lm7mX4cY7mX8eSa3fOdvamKjYFzd0aMBzd0bAMzd0coXp00n7kr00Mpyr00Wp8,P2Win,P1Win
2125,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,001cYojn8colp01AS8p01A6kamtKzCamtHSGajvKYQajvJ76a16FhIa16CAMOpVQM76pEsvpp013ODq01cWHp01m6nt019eb7oMiyJ7oMfl17oMc7iGd10ClabUW5iU00Ufva161dMa163TIzd4IDYzd0lMir00n7pajvHelgmKHrbg00XsG8ihwTLr00gWLp01ASHr01AOx,P1Win,P2Win
2126,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000VPr60e0Vyp00UMha2xbllikiRqbjmKRTNp01ezjT01cXGa271fUa26XyYU00Enp9mKUR49oho1h9oh60WajvxwTajvuPTamYgBFamYdUJp010zfp00Qrcp018TLGjVFYSp01hM2p01rGpp01mRp7mtliPr00KOdzcQXFQ7ntE9Xt00UKXp01ayH7lnHgwa1iWLPa1j0sL7ntBcJ,P1Win,P2Win
2127,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,0010BUU00yJoIjv3rOIjv3rOM15DmH8kiwYE300xEhp00L7jO0ikQOO0imJzO00LDyX00L6Ia4lxFLjmKPdST010zCq01lhpp01uaDa4lp29a4lmlda4loLlt010jOp01bRvp00FWYajvwJCr00FHdGe5JNPr00PDi,P1Win,P2Win
2128,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000hvSjogBaUt007QdU00wzR6pHxA260hKmegntll4a2aGEdU01qBCa2bEYLa2bCiP9eXkMjgpiljBgmp7vTajuLe4ajuNTYGjuFPVp00yrep00xnep00zLCp01AOxp00hwLa2aJl9U00LTup00BDNa2aXAca2aUTgr00vvXr01AAg,P1Win,Draw
2129,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000hgn9opAG2dlrX8Sa00tSqp00pBKt00fEU60dmaBGgBnrBakdVFFalEUvFU00ysBa3fS0Sa3fPjWp00j7ygp4ilip01j7rp01qlQgn2TRx9oLg7d8lameD7oCoVpp019Jap00I7n9k5hAM9nxje0r006uHp00vMcgo3BDH7p3ST7a5pSqJjnPaIa,P1Win,P2Win
